SDG,SDG_Name,Division,DivisionCode,Zila,ZilaCode,Country,Estimate,Unit,Indicator,Source,Year,Definition,Note
3,Good Health and Wellbeing,Rangpur,55,Gaibandha,32,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Gaibandha,32,Bangladesh,60,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Gaibandha,32,Bangladesh,70,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Gaibandha,32,Bangladesh,49,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Gaibandha,32,Bangladesh,49,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rangpur,55,Kurigram,49,Bangladesh,39,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Kurigram,49,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Kurigram,49,Bangladesh,41,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rangpur,55,Kurigram,49,Bangladesh,40,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Kurigram,49,Bangladesh,79,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Kurigram,49,Bangladesh,85,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Lalmonirhat,52,Bangladesh,79,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Lalmonirhat,52,Bangladesh,77,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Lalmonirhat,52,Bangladesh,53,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Lalmonirhat,52,Bangladesh,32,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Lalmonirhat,52,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Lalmonirhat,52,Bangladesh,58,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rangpur,55,Nilphamari,73,Bangladesh,23,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rangpur,55,Nilphamari,73,Bangladesh,20,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Nilphamari,73,Bangladesh,76,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Nilphamari,73,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Nilphamari,73,Bangladesh,54,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Nilphamari,73,Bangladesh,78,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Panchagarh,77,Bangladesh,79,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Panchagarh,77,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Panchagarh,77,Bangladesh,52,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Panchagarh,77,Bangladesh,60,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Panchagarh,77,Bangladesh,71,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rangpur,55,Panchagarh,77,Bangladesh,60,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Rangpur,85,Bangladesh,83,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Rangpur,85,Bangladesh,19,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Rangpur,85,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Rangpur,85,Bangladesh,68,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Rangpur,85,Bangladesh,71,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Rangpur,85,Bangladesh,26,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rangpur,55,Thakurgaon,94,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Thakurgaon,94,Bangladesh,73,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Thakurgaon,94,Bangladesh,34,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Thakurgaon,94,Bangladesh,55,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Rangpur,55,Thakurgaon,94,Bangladesh,34,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Rangpur,55,Thakurgaon,94,Bangladesh,74,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Habiganj,36,Bangladesh,56,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Habiganj,36,Bangladesh,44,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Sylhet,60,Habiganj,36,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Habiganj,36,Bangladesh,37,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Habiganj,36,Bangladesh,36,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Habiganj,36,Bangladesh,39,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Maulvibazar,58,Bangladesh,37,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Maulvibazar,58,Bangladesh,34,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Maulvibazar,58,Bangladesh,47,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Sylhet,60,Maulvibazar,58,Bangladesh,51,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Maulvibazar,58,Bangladesh,75,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Maulvibazar,58,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sunamganj,90,Bangladesh,34,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sunamganj,90,Bangladesh,3,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sunamganj,90,Bangladesh,40,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Sylhet,60,Sunamganj,90,Bangladesh,43,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sunamganj,90,Bangladesh,52,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sunamganj,90,Bangladesh,87,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sylhet,91,Bangladesh,14,Number per 1000 live births,Infant mortality rate (Number per 1000 live births),BBS Vital Statistics 2017,2017,"Number of infant deaths per 1000 live births, where infants are defined as those who are younger than one year old. ",SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sylhet,91,Bangladesh,21,Number per 1000 live births,Under five mortality (Number per 1000 live births),BBS Vital Statistics 2017,2017,Number of deaths to children under five years old per 1000 live births.,SDG 3.2.1
3,Good Health and Wellbeing,Sylhet,60,Sylhet,91,Bangladesh,55,Percent,Contraceptive prevalence rate (Percent),BBS Vital Statistics 2017,2017,Percentage of currently married women of child-bearing age who report using a family planning method at the time of the inquiry. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sylhet,91,Bangladesh,56,Percent,Ever used a method to avoid pregnancy (Percent),MICS-WM,2019,Percentage of women 15-64 who ever used a method to avoid pregnancy,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sylhet,91,Bangladesh,65,Number per 1000 women,General fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The number of live births per year per 1000 women of child-bearing age. ,SDG 3 Related
3,Good Health and Wellbeing,Sylhet,60,Sylhet,91,Bangladesh,2,Number per 1000 women,Total fertility rate (Number per 1000 women),BBS Vital Statistics 2017,2017,The total fertility rate is the number of children a woman would bear throughout her lifetime at the rates specified by the schedule of age-specific fertility rates for a particular year.  Obtained by summing the age-specific fertility rates for each year for each age group (usually five-year age groups) of women in child-bearing age. ,SDG 3 Related
